Farah,Mendlesohn,,A Short History of Fantasy,,,2009,English,London,Middlesex University Press,,,,,,,2009,TRUE
Edward,James,,A Short History of Fantasy,,,2009,English,London,Middlesex University Press,,,,,,,2009,TRUE
Donald H.,Menzel,Kepler’s Place in Science Fiction,Vistas in Astronomy 18,,,1975,English,,,896,904,,,,,1975,FALSE
,,,The Year’s Best Science Fiction,Judith,Merril,1967,English,New York,Dell,,,,,,,1967,TRUE
Christopher M.,Miller,Shelley’s Uncertain Heaven,English Literary History 72,,,2005,English,,,577,603,,,,,2005,FALSE
Rand,Miller,The Being and Becoming of ‘Frankenstein’,"SubStance, Special Issue: Writing the Real. 18.60",,,1989,English,,,60,74,,,,,1989,FALSE
R.,Morsberger,Shakespeare and Science Fiction,Shakespeare Quarterly 12.2,,,1961,English,,,161,161,,,,,1961,FALSE
Stephen,Mulhall,,On Film,,,2008,English,"Hoboken, NJ",Taylor & Francis,,,,,,,2002,TRUE
Vivienne,Muller,Virtually Real: Suzanne Collins’s The Hunger Games Trilogy,International Research in Children’s Literature 5.1,,,2012,English,,,51,63,,,,,2012,FALSE
Andrew,Murdock,,The Making of Alien: Resurrection,,,1997,English,New York,HarperPrism,,,,,,,1997,TRUE
Rachel,Aberly,,The Making of Alien: Resurrection,,,1997,English,New York,HarperPrism,,,,,,,1997,TRUE
,,,Reading Homer: Film and Text,Kostas,Myrsiades,2009,English,,Fairleigh Dickinson University Press,,,,,,,2009,TRUE
Dorothy,Nelkin,The Gene as a Cultural Icon: Visual Images of DNA,Art Journal 55,,,1996,English,,,56,61,,,,,1996,FALSE
Gideon,Nisbet,,Ancient Greece in Film and Popular Culture,,,2008,English,"Exeter, UK",Bristol Phoenix,,,,,Second,,2008,TRUE
Larry,Niven,The Theory and Practice of Time Travel,All the Myriad Ways,,,1971,English,New York,Ballantine,110,123,,,,,1971,FALSE
James,Obertino,Moria and Hades: Underworld Journeys in Tolkien and Virgil,Comparative Literature Studies 30.2,,,1993,English,,,153,169,,,,,1993,FALSE
Laurie,Ouellette,,Better Living Through Reality TV: Television and Post-Welfare Citizenship,,,2008,English,"Malden, MA",Blackwell,,,,,,,2008,TRUE
James,Hay,,Better Living Through Reality TV: Television and Post-Welfare Citizenship,,,2008,English,"Malden, MA",Blackwell,,,,,,,2008,TRUE
John,Ower,‘Aesop’ and the Ambiguity of Clifford Simak’s ‘City’,Science Fiction Studies 6.2,,,1979,English,,,164,167,,,,,1979,FALSE
Richard H. ,Allen,,Star-Names and Their Meanings,,,1899,English,New York,Stechert & Co.,,,,,,,1899,TRUE
James,Attlee,,Nocturne: A Journey in Search of Moonlight,,,2011,English,Chicago,University of Chicago Press,,,,,,,2011,TRUE
Corinne O.,Pache,‘So Say We All’: Reimagining Empire and the Aeneid,The Classical Outlook 87.4,,,2010,English,,,132,136,,,,,2010,FALSE
Donald,Palumbo,The Monomyth as Fractal Pattern in Frank Herbert’s Dune,Science Fiction Studies 25,,,1998,English,,,433,458,,,,,1998,FALSE
Aaron,Parrett,,The Translunar Narrative in the Western Tradition,,,2004,English,"Aldershot, UK",Ashgate,,,,,,,2004,TRUE
Patrick,Parrinder,Science Fiction as Truncated Epic,Bridges to Science Fiction,G. E.,Slusser,1980,English,Carbondale,University of Southern Illinois Press,91,106,,,,,1980,FALSE
Patrick,Parrinder,Science Fiction as Truncated Epic,Bridges to Science Fiction,G. R.,Guffey,1980,English,Carbondale,University of Southern Illinois Press,91,106,,,,,1980,FALSE
Patrick,Parrinder,Science Fiction as Truncated Epic,Bridges to Science Fiction,M.,Rose,1980,English,Carbondale,University of Southern Illinois Press,91,106,,,,,1980,FALSE
Patrick,Parrinder,,"Shadows of the Future: H. G. Wells, Science Fiction and Prophecy",,,1996,English,"Liverpool, UK",Liverpool University Press,,,,,,,1996,TRUE
,,,"Learning from Other Worlds: Estrangement, Cognition, and the Politics of Science Fiction and Utopia",Patrick,Parrinder,2001,English,"Durham, NC",Duke University Press,,,,,,,2001,TRUE
Judith,Pascoe,Proserpine and Midas,The Cambridge Companion to Mary Shelley,E.,Schor,2006,English,"Cambridge, UK",Cambridge University Press,180,190,,,,,2006,TRUE
Joanna,Paul,Cinematic Receptions of Antiquity: the Current State of Play,Classical Receptions Journal 2.1,,,2010,English,,,136,155,,,,,2010,FALSE
James J.,Paxson,"Kepler’s Allegory of Containment, the Making of Modern Astronomy, and the Semiotics of Mathematical Thought",Intertexts 3.2,,,1999,English,,,105,123,,,,,1999,FALSE
James J.,Paxson,Revisiting the Deconstruction of Narratology: Master Tropes of Narrative Embedding and Symmetry,Style 35.1,,,2001,English,,,126,150,,,,,2001,FALSE
Anna M.,Pearson,From Thwarted Gods to Reclaimed Mystery?,Star Trek and Sacred Ground,Darcee L.,McLaren,1999,English,Albany,State University of New York Press,13,32,,,,,1999,TRUE
Anna M.,Pearson,From Thwarted Gods to Reclaimed Mystery?,Star Trek and Sacred Ground,Jennifer E.,Porter,1999,English,Albany,State University of New York Press,,,,,,,1999,TRUE
,,,Star Trek and Sacred Ground,Darcee L.,McLaren,1999,English,Albany,State University of New York Press,,,,,,,1999,TRUE
,,,Star Trek and Sacred Ground,Jennifer E.,Porter,1999,English,Albany,State University of New York Press,,,,,,,1999,TRUE
William,Poole,Kepler’s Somnium and Francis Godwin’s The Man in the Moone: Births of Science-Fiction 1593–1638,New Worlds Reflected: Travel and Utopia in the Early Modern Period,C. ,Houston,2010,English,"Aldershot, UK",Ashgate,57,70,,,,,2010,FALSE
Burton R.,Pollin,Philosophical and Literary Sources of Frankenstein,Comparative Literature 17.2,,,1965,English,,,97,108,,,,,1965,FALSE
Martin,Priestman,,"Romantic Atheism: Poetry and Freethought, 1780–1830",,,1999,English,"Cambridge, UK",Cambridge University Press,,,,,,,1999,TRUE
Martin,Priestman,Lucretius in Romantic and Victorian Britain,The Cambridge Companion to Lucretius,S.,Gillespie,2007,English,"Cambridge, UK",Cambridge University Press,289,305,,,,,2007,FALSE
Martin,Priestman,Lucretius in Romantic and Victorian Britain,The Cambridge Companion to Lucretius,P.,Hardie,2007,English,"Cambridge, UK",Cambridge University Press,289,305,,,,,2007,FALSE
Sandra,Provini,L’épopée au féminin. De l’Énéide de Virgile à Lavinia de Ursula Le Guin,"L’Antiquité dans l’imaginaire contemporain: Fantasy, science-fiction, fantastique",Mélanie,Bost-Fiévet,2014,French,Paris,Classiques Garnier,81,100,,,,,2014,TRUE
Sandra,Provini,L’épopée au féminin. De l’Énéide de Virgile à Lavinia de Ursula Le Guin,"L’Antiquité dans l’imaginaire contemporain: Fantasy, science-fiction, fantastique",Sandra,Provini,2014,French,Paris,Classiques Garnier,81,100,,,,,2014,TRUE
,,,Brave New Worlds: The Oxford Dictionary of Science Fiction,Jeff,Prucher,2007,English,"Oxford, UK",Oxford University Press,,,,,,,2007,TRUE
David,Quint,,Epic and Empire: Politics and Generic Convention from Virgil to Milton,,,1993,English,"Princeton, NJ",Princeton University Press,,,,,,,1993,TRUE
Eric S.,Rabkin,,The Fantastic in Literature,,,1976,English,"Princeton, NJ",Princeton University Press,,,,,,,1976,TRUE
Alan,Rauch,The Monstrous Body of Knowledge in Mary Shelley’s Frankenstein,Studies in Romanticism 34.2,,,1995,English,,,227,253,,,,,1995,FALSE
François,Raymond,,Le développement des études sur Jules Verne,,,1976,French,Paris,Minard,,,,,,,1976,TRUE
Daniel,Compère,,Le développement des études sur Jules Verne,,,1976,French,Paris,Minard,,,,,,,1976,TRUE
Jasia,Reichart,Artificial Life and the Myth of Frankenstein,"In Frankenstein, Creation and Monstrosity",S.,Bann,1994,English,London,Reaktion,136,157,,,,,1994,FALSE
Adam,Roberts,,The History of Science Fiction,,,2006,English,"Basingstoke, UK",Palgrave Macmillan,,,,,,,2006,TRUE
Adam,Roberts,Hard Fantasy (1996: Fairyland—Paul McAuley),The Arthur C. Clarke Award: A Critical Anthology,P.,Kincaid,2006,English,"Daventry, UK",Serendip Foundation,,,,,,,2006,FALSE
Adam,Roberts,Hard Fantasy (1996: Fairyland—Paul McAuley),The Arthur C. Clarke Award: A Critical Anthology,A. M.,Butler,2006,English,"Daventry, UK",Serendip Foundation,,,,,,,2006,FALSE
Ian F.,Roberts,Oppenheimer’s Heir: Morbius and Atomic Technology in Forbidden Planet,Journal of Popular Film and Television 38.4,,,2000,English,,,170,175,,,,,2000,FALSE
,,,"The Frankenstein Notebooks: A Facsimile Edition of Mary Shelley’s Manuscript Novel, 1816–17",Charles E.,Robinson,1996,English,New York,Garland,,,,,,,1996,TRUE
Christopher,Robinson,,Lucian and His Influence in Europe,,,1979,English,London,Duckworth,,,,,,,1979,TRUE
Brett M.,Rogers,"Driving Stakes, Driving Cars: California Car Culture, Sex, and Identity in Buffy the Vampire Slayer",Slayage: The Online International Journal of Buffy Studies 4,,,2004,English,,,1,2,,,,,2004,FALSE
Walter,Scheidel,"Driving Stakes, Driving Cars: California Car Culture, Sex, and Identity in Buffy the Vampire Slayer",Slayage: The Online International Journal of Buffy Studies 4,,,2004,English,,,1,2,,,,,2004,FALSE
Brett M.,Rogers,Review Essay: Classical Receptions in Science Fiction,Classical Receptions Journal 4.1,,,2012,English,,,127,147,,,,,2012,FALSE
Benjamin Eldon,Stevens,Review Essay: Classical Receptions in Science Fiction,Classical Receptions Journal 4.1,,,2012,English,,,127,147,,,,,2012,FALSE
Brett M.,Rogers,A New ‘Modern Prometheus’?,OUPblog,,,2012,English,,,,,,,,,2012,FALSE
Benjamin Eldon,Stevens,A New ‘Modern Prometheus’?,OUPblog,,,2012,English,,,,,,,,,2012,FALSE
H.,Roisman,The Odyssey from Homer to NBC: The Cyclops and the Gods,A Companion to  Classical Receptions,L.,Hardwick,2008,English,"Malden, MA",Blackwell,315,325,,,,,2008,FALSE
H.,Roisman,The Odyssey from Homer to NBC: The Cyclops and the Gods,A Companion to  Classical Receptions,C.,Stray,2008,English,"Malden, MA",Blackwell,315,325,,,,,2008,FALSE
,,,"Kepler’s Somnium: The Dream, or Posthumous Work on Lunar Astronomy",Edward,Rosen,1967,English,Madison,University of Wisconsin Press,,,Edward,Rosen,,,1967,TRUE
Beattie,Rubens,,An Odyssey Round Odysseus,,,1989,English,,BBC Books,,,,,,,1989,TRUE
Oliver,Taplin,,An Odyssey Round Odysseus,,,1989,English,,BBC Books,,,,,,,1989,TRUE
Ulrich,Rutten,,Phantasie und Lachkultur: Lukians “Wahre Geschichten.”,,,1997,English,"Tubingen, Germany",Gunter Narr Verlag,,,,,,,1997,TRUE
Geoff,Ryman,Adam and (Mitochondrial) Eve: A Foundation Myth for White Folks,"Battlestar Galactica: Investigating Flesh, Spirit, and Steel",Roz,Kaveney,2010,English,New York,I. B. Tauris,36,58,,,,,2010,TRUE
Geoff,Ryman,Adam and (Mitochondrial) Eve: A Foundation Myth for White Folks,"Battlestar Galactica: Investigating Flesh, Spirit, and Steel",Jennifer,Stoy,2010,English,New York,I. B. Tauris,36,58,,,,,2010,TRUE
Paul M.,Sammon,,Future Noir: The Making of Blade Runner,,,1996,English,London,Gollancz,,,,,,,1996,TRUE
Eva Matthews,Sanford,Lucan and His Roman Critics,Classical Philology 26,,,1931,English,,,233,257,,,,,1931,FALSE
Andy,Sawyer,,The Overlap Between Science Fiction and Other Genres,,,2008,English,,Gresham College,,,,,,,2008,TRUE
Frank,Scafella,The White Sphinx and The Time Machine,Science Fiction Studies 8.3,,,1981,English,,,255,265,,,,,1981,FALSE
Seth,Schein,"‘Our Debt to Greece and Rome’: Canons, Class and Ideology",A Companion to Classical Receptions,L.,Hardwick,2008,English,"Malden, MA",Blackwell,75,85,,,,,2008,TRUE
Robert,Scholes,,"Science Fiction: History, Science, Vision",,,1977,English,"Oxford, UK",Oxford University Press,,,,,,,1977,TRUE
Eric,Rabkin,,"Science Fiction: History, Science, Vision",,,1977,English,"Oxford, UK",Oxford University Press,,,,,,,1977,TRUE
,,,The Cambridge Companion to Mary Shelley,Esther,Schor,2003,English,"Cambridge, UK",Cambridge University Press,,,,,,,2003,TRUE
Emmanuel,Schwartz,,The Legacy of Homer,,,2004,English,,Dahesh Museum of Art,,,,,,,2004,TRUE
Emmanuel,Schwartz,,The Legacy of Homer,,,2004,English,,Princeton University Art Museum,,,,,,,2004,TRUE
Emmanuel,Schwartz,,The Legacy of Homer,,,2004,English,,Yale University Press,,,,,,,2004,TRUE
David,Seed,Recycling the Texts of the Culture: Walter M. Miller’s A Canticle for Leibowitz,Extrapolation 37.3,,,1996,English,,,257,271,,,,,1996,FALSE
David,Seed,,Science Fiction: A Very Short Introduction,,,2011,English,"Oxford, UK",Oxford University Press,,,,,,,2011,TRUE
David,Sheppard,,"The Eternal Return: Oedipus, The Tempest, Forbidden Planet. Tales of the Mythic World Vol. 2",,,2012,English,,,,,,,Smashwords,,2012,TRUE
Annette,Simonis,Voyages mythiques et passages aux Enfers dans la littérature fantastique contemporaine: Le Seigneur des Anneaux et À la croisée des mondes,"L’Antiquité dans l’imaginaire contemporain: Fantasy, science-fiction, fantastique",Mélanie,Bost-Fiévet,2014,French,Paris,Classiques Garnier,241,252,,,,,2014,TRUE
Annette,Simonis,Voyages mythiques et passages aux Enfers dans la littérature fantastique contemporaine: Le Seigneur des Anneaux et À la croisée des mondes,"L’Antiquité dans l’imaginaire contemporain: Fantasy, science-fiction, fantastique",Sandra,Provini,2014,French,Paris,Classiques Garnier,241,252,,,,,2014,TRUE
Joan,Slonczewski,Science Fiction and the Life Sciences,The Cambridge Companion to Science Fiction,E.,James,2003,English,"Cambridge, UK",Cambridge University Press,174,185,,,,,2003,FALSE
Michael,Levy,Science Fiction and the Life Sciences,The Cambridge Companion to Science Fiction,F.,Mendlesohn,2003,English,"Cambridge, UK",Cambridge University Press,174,185,,,,,2003,FALSE
Brian,Stableford,Moon,The Encyclopedia of Science Fiction,J.,Clute,2013,English,,,,,,,Third,,2013,TRUE
David R.,Langford,Moon,The Encyclopedia of Science Fiction,D.,Langford,2013,English,,,,,,,Third,,2013,TRUE
David R.,Langford,Moon,The Encyclopedia of Science Fiction,G.,Sleight,2013,English,,,,,,,Third,,2013,TRUE
David R.,Langford,Moon,The Encyclopedia of Science Fiction,P.,Nicholls,2013,English,,,,,,,Third,,2013,TRUE
Brian,Stableford,Moon,The Encyclopedia of Science Fiction,J.,Clute,1999,English,London,Orbit,820,821,,,,,1993,TRUE
Brian,Stableford,Moon,The Encyclopedia of Science Fiction,P.,Nicholls,1999,English,London,Orbit,820,821,,,,,1999,TRUE
Brian,Stableford,,The A to Z of Science Fiction Literature,,,2005,English,"Lanham, MD",Scarecrow,,,,,,,2005,TRUE
Brian,Stableford,Fantastic Voyages,The Encyclopedia of Science Fiction,J.,Clute,2013,English,,,,,,,,,2013,TRUE
Brian,Stableford,Fantastic Voyages,The Encyclopedia of Science Fiction,D.,Langford,2013,English,,,,,,,,,2013,TRUE
Brian,Stableford,Fantastic Voyages,The Encyclopedia of Science Fiction,G.,Sleight,2013,English,,,,,,,,,2013,TRUE
Brian,Stableford,Fantastic Voyages,The Encyclopedia of Science Fiction,P.,Nicholls,2013,English,,,,,,,,,2013,TRUE
Brian,Stableford,Proto SF,The Encyclopedia of Science Fiction,J.,Clute,2013,English,,,,,,,,,2013,TRUE
Brian,Stableford,Proto SF,The Encyclopedia of Science Fiction,D.,Langford,2013,English,,,,,,,,,2013,TRUE
Brian,Stableford,Proto SF,The Encyclopedia of Science Fiction,G.,Sleight,2013,English,,,,,,,,,2013,TRUE
Brian,Stableford,Proto SF,The Encyclopedia of Science Fiction,P.,Nicholls,2013,English,,,,,,,,,2013,TRUE
David,Standish,,"Hollow Earth: The Long and Curious History of Imagining Strange Lands, Fantastical Creatures, Advanced Civilizations, and Marvelous Machines below the Earth’s Surface",,,2004,English,"Cambridge, MA",Da Capo Press,,,,,,,2004,TRUE
Herbert H.,Stein,Forbidden Planet,Psychoanalytic Association of New York Bulletin 48.1,,,2010,English,,,16,22,,,,,2010,FALSE
Chris,Steinbrunner,,Cinema of the Fantastic,,,1972,English,New York,Saturday Review Press,,,,,,,1972,TRUE
Burt,Goldblatt,,Cinema of the Fantastic,,,1972,English,New York,Saturday Review Press,,,,,,,1972,TRUE
Benjamin Eldon,Stevens,Virgil in A. S. Byatt’s The Children’s Book,Paper presented at the annual Conference of the International Association for the Fantastic in the Arts,,,2013,English,"Orlando, FL",,,,,,,,2013,FALSE
John A.,Stoler,Christian Lore and Characters’ Names in A Canticle for Leibowitz,Literary Onomastics Studies 11.1,,,1984,English,,,77,91,,,,,1984,FALSE
Jennifer,Stoy,Of Great Zeitgeist and Bad Faith: An Introduction to Battlestar Galactica,"Battlestar Galactica: Investigating Flesh, Spirit, and Steel",Roz,Kaveney,2010,English,New York,I. B. Tauris,1,36,,,,,2010,TRUE
Jennifer,Stoy,Of Great Zeitgeist and Bad Faith: An Introduction to Battlestar Galactica,"Battlestar Galactica: Investigating Flesh, Spirit, and Steel",Jennifer,Stoy,2010,English,New York,I. B. Tauris,1,36,,,,,2010,TRUE
P.,Strick,Space Invaders,Movies of the Fifties,A.,Lloyd,1982,English,London,Orbis,31,34,,,,,1982,FALSE
Gabrielle,Sugar,Medieval Universes and Early Modern Worlds: Conceptions of the Cosmos in Johannes Kepler’s Somnium,Renaissance Medievalisms,Konrad,Eisenbichler,2009,English,Toronto,Center for Reformation and Renaissance Studies,303,319,,,,,2009,FALSE
C. W.,Sullivan,Folklore and Fantastic Literature,Western Folklore 60,,,2001,English,,,279,296,,,,,2001,FALSE
Emily W.,Sunstein,,Mary Shelley: Romance and Reality,,,1989,English,"Baltimore, MD",Johns Hopkins University Press,,,,,,,1989,TRUE
Thomas C.,Sutton,Science Fiction as Mythology,Western Folklore 28,,,1969,English,,,230,237,,,,,1969,FALSE
Marilyn,Sutton,Science Fiction as Mythology,Western Folklore 28,,,1969,English,,,230,237,,,,,1969,FALSE
Darko,Suvin,On the Poetics of the Science Fiction Genre,College English 34.3,,,1972,English,,,372,382,,,,,1972,FALSE
Darko,Suvin,,Metamorphoses of Science Fiction: On the Poetics and History of a Literary Genre,,,1979,English,New Haven,Yale University Press,,,,,,,1979,TRUE
Roy A.,Swanson,"The True, the False, and the Truly False: Lucian’s Philosophical Science Fiction",Science Fiction Studies 3.3.10,,,1976,English,,,228,239,,,,,1976,FALSE
Dean,Swinford,,"Through the Daemon’s Gate: Kepler’s Somnium, Medieval Dream Narratives, and the Polysemy of Allegorical Motifs",,,2006,English,New York,Routledge,,,,,,,2006,TRUE
Yvonne,Tasker,,Working Girls: Gender and Sexuality in Popular Culture,,,1998,English,London and New York,Routledge,,,,,,,1998,TRUE
M. Teresa,Tavormina,A Gate of Horn and Ivory: Dreaming True and False in Earthsea,Extrapolation 29.4,,,1988,English,,,338,348,,,,,1988,FALSE
J. P.,Telotte,,Replications: A Robotic History of the Science Fiction Film,,,1995,English,Urbana,University of Illinois Press,,,,,,,1995,TRUE
D. F.,Theall,On Science Fiction as Symbolic Communication,Science Fiction Studies. 7,,,1980,English,,,247,262,,,,,1980,FALSE
Mary K. Patterson,Thornburg,,The Monster in the Mirror: Gender and the Sentimental/Gothic Myth in Frankenstein,,,1987,English,"Ann Arbor, MI",UMI Research Press,,,,,,,1987,TRUE
Daniel,Tiffany,,"Infidel Poetics: Riddles, Nightlife, Substance",,,2009,English,Chicago,University of Chicago Press,,,,,,,2009,TRUE
Tzvetan,Todorov,,The Fantastic: A Structural Approach to a Literary Genre,,,1975,English,"Ithaca, NY",Cornell University,,,,,,,1975,TRUE
J.,Trushell,Return of Forbidden Planet?,Foundation 64,,,1995,English,,,82,89,,,,,1995,FALSE
Paul,Turner,Shelly and Lucretius,The Review of English Studies 10,,,1959,English,,University Press,269,282,,,,,1959,FALSE
Timothy,Unwin,"The Fiction of Science, or the Science of Fiction",Jules Verne: Narratives of Modernity,E. J.,Smyth,2000,English,"Liverpool, UK",Liverpool University Press,46,59,,,,,2000,FALSE
Peter,von Möllendorff,,Auf der Suche nach der verlogenen Wahrheit: Lukians Wahre Geschichten,,,2000,English,Tübingen,Gunter Narr Verlag,,,,,,,2000,TRUE
Heinrich,von Staden,Greek Art and Literature in Marx’s Aesthetics,Arethusa 8.1,,,1975,English,,,119,144,,,,,1975,FALSE
Wyn,Wachhorst,Kepler’s Children: The Dream of Spaceflight,Yale Review 84,,,1996,English,,,112,131,,,,,1996,FALSE
W. Warren,Wagar,Round Trips to Doomsday,The End of the World,E. S.,Rabkin,1983,English,Carbondale,Southern Illinois University Press,73,96,,,,,1983,FALSE
W. Warren,Wagar,Round Trips to Doomsday,The End of the World,M. H.,Greenberg,1983,English,Carbondale,Southern Illinois University Press,73,96,,,,,1983,FALSE
W. Warren,Wagar,Round Trips to Doomsday,The End of the World,J. D.,Olander,1983,English,Carbondale,Southern Illinois University Press,73,96,,,,,1983,FALSE
Christina,Walde,"Caesar, Lucan’s Bellum Civile, and Their Reception",Julius Caesar in Western Culture,M.,Wyke,2006,English,"Malden, MA",Blackwell,45,61,,,,,2006,FALSE
Jochen,Walter,That is not dead which can eternal lie: L’Antiquité dans l’oeuvre de H. P. Lovecraft,"L’Antiquité dans l’imaginaire contemporain: Fantasy, science-fiction, fantastique",Mélanie,Bost-Fiévet,2014,French,Paris,Classiques Garnier,451,463,,,,,2014,TRUE
Jochen,Walter,That is not dead which can eternal lie: L’Antiquité dans l’oeuvre de H. P. Lovecraft,"L’Antiquité dans l’imaginaire contemporain: Fantasy, science-fiction, fantastique",Sandra,Provini,2014,French,Paris,Classiques Garnier,451,463,,,,,2014,TRUE
Françoise,Waquet,,"Latin: or, The Empire of a Sign",,,2001,English,London,Verso,,,J.,Howe,,,2001,TRUE
Marina,Warner,Introduction,H. G. Wells. The Time Machine,,,2005,English,London,Penguin Classics,,,,,,,2005,FALSE
B.,Warren,,Keep Watching the Skies! American Movies of the Fifties,,,2010,English,"Jefferson, NC",McFarland,,,,,21st Century,,2010,TRUE
Earl,Wasserman,,The Subtler Language: Critical Readings of Neoclassic and Romantic Poems,,,1959,English,"Baltimore, MD",Johns Hopkins University Press,,,,,,,1959,TRUE
Jesse,Weiner,Mutable Monuments and Atomistic Poetry in Lucan’s Bellum Civile,Dissertation,,,2011,English,,"University of California, Irvine",,,,,,,2011,FALSE
Jarrett T.,Welsh,"Cato, Plautus, and the Metaphorical Use of Anulus",Phoenix 60,,,2006,English,,,133,139,,,,,2006,FALSE
Gary,Westfahl,"The Popular Tradition of Science Fiction Criticism, 1926–1980",Science Fiction Studies 26.2,,,1999,English,,,187,212,,,,,1999,FALSE
Gary,Westfahl,Introduction: Science Fiction at the Crossroads of Two Cultures,Science Fiction and the Two Cultures,G.,Westfahl,2009,English,"Jefferson, NC",McFarland & Co.,1,9,,,,,2009,FALSE
Gary,Westfahl,Introduction: Science Fiction at the Crossroads of Two Cultures,Science Fiction and the Two Cultures,G.,Slusser,2009,English,"Jefferson, NC",McFarland & Co.,1,9,,,,,2009,FALSE
Gary,Westfahl,Introduction: Towards a History of Science Fiction Criticism,Science Fiction Studies 26.2,,,1999,English,,,161,162,,,,,1999,FALSE
Arthur B.,Evans,Introduction: Towards a History of Science Fiction Criticism,Science Fiction Studies 26.2,,,1999,English,,,161,162,,,,,1999,FALSE
Donald M.,Hassler,Introduction: Towards a History of Science Fiction Criticism,Science Fiction Studies 26.2,,,1999,English,,,161,162,,,,,1999,FALSE
Veronica,Hollinger,Introduction: Towards a History of Science Fiction Criticism,Science Fiction Studies 26.2,,,1999,English,,,161,162,,,,,1999,FALSE
Gary,Westfahl,A History of Science Fiction Criticism: Collective Works Cited and Chronological Bibliography,Science Fiction Studies 26.2,,,1999,English,,,263,283,,,,,1999,FALSE
Arthur B.,Evans,A History of Science Fiction Criticism: Collective Works Cited and Chronological Bibliography,Science Fiction Studies 26.2,,,1999,English,,,263,283,,,,,1999,FALSE
Donald M.,Hassler,A History of Science Fiction Criticism: Collective Works Cited and Chronological Bibliography,Science Fiction Studies 26.2,,,1999,English,,,263,283,,,,,1999,FALSE
Veronica,Hollinger,A History of Science Fiction Criticism: Collective Works Cited and Chronological Bibliography,Science Fiction Studies 26.2,,,1999,English,,,263,283,,,,,1999,FALSE
Tim,Whitmarsh,"True Histories: Lucian, Bakhtin, and the Pragmatics of Reception",Classics and the Uses of Reception,C.,Martindale,2006,English,"Oxford, UK",Blackwell Publishing,103,115,,,,,2006,TRUE
Tim,Whitmarsh,"True Histories: Lucian, Bakhtin, and the Pragmatics of Reception",Classics and the Uses of Reception,R. F.,Thomas,2006,English,"Oxford, UK",Blackwell Publishing,103,115,,,,,2006,TRUE
Robert F.,"Willson, Jr.",,"Shakespeare in Hollywood, 1929–1956",,,2000,English,"Madison and Teaneck, NJ",Fairleigh Dickinson University Press,,,,,,,2000,TRUE
Martin M.,Winkler,The Roman Empire in American Cinema After 1945,Imperial Projections: Ancient Rome in Modern Popular Culture,S. R.,Joshel,2001,English,"Baltimore, MD",Johns Hopkins University Press,50,76,,,,,2001,TRUE
Martin M.,Winkler,The Roman Empire in American Cinema After 1945,Imperial Projections: Ancient Rome in Modern Popular Culture,M.,Malamud,2001,English,"Baltimore, MD",Johns Hopkins University Press,50,76,,,,,2001,TRUE
Martin M.,Winkler,The Roman Empire in American Cinema After 1945,Imperial Projections: Ancient Rome in Modern Popular Culture,D.T. ,"McGuire, Jr.",2001,English,"Baltimore, MD",Johns Hopkins University Press,50,76,,,,,2001,TRUE
Martin M.,Winkler,,Cinema and Classical Texts: Apollo’s New Light,,,2009,English,"Cambridge, UK",Cambridge University Press,,,,,,,2009,TRUE
Caroline,Winterer,,The Culture of Classicism,,,2002,English,"Baltimore, MD",Johns Hopkins University Press,,,,,,,2002,TRUE
Rick,Worland,From Apocalypse to Appliances: Postwar Anxiety and Modern Convenience in Forbidden Planet,Hollywood Goes Shopping,D.,Desser,2000,English,Minneapolis,University of Minnesota Press,139,156,,,,,2000,FALSE
David,Slayden,From Apocalypse to Appliances: Postwar Anxiety and Modern Convenience in Forbidden Planet,Hollywood Goes Shopping,G.,Jowett,2000,English,Minneapolis,University of Minnesota Press,139,156,,,,,2000,FALSE
Maria,Wyke,,"Projecting the Past: Ancient Rome, Cinema and History",,,1997,English,New York and London,Routledge,,,,,,,1997,TRUE
Vanda,Zajko,‘What Difference Was Made?’: Feminist Models of Reception,A Companion to Classical Receptions,L.,Hardwick,2008,English,"Malden, MA",Blackwell,195,206,,,,,2008,TRUE
Vanda,Zajko,‘What Difference Was Made?’: Feminist Models of Reception,A Companion to Classical Receptions,C.,Stray,2008,English,"Malden, MA",Blackwell,195,206,,,,,2008,TRUE
Karley,Adney,,Critical Companion to J. K. Rowling: A Literary Reference to Her Life and Work,,,2011,English,New York,Facts on File,,,,,,,2011,TRUE
Holly,Hassel,,Critical Companion to J. K. Rowling: A Literary Reference to Her Life and Work,,,2011,English,New York,Facts on File,,,,,,,2011,TRUE
Theodor W.,Adorno,,Minima Moralia: Reflections from a Damaged Life,,,1974,English,London,Verso,,,E. F. H.,Jephcott,,,1974,TRUE
Eric,Alder,Post 9/11 Views of Rome and the Nature of Defensive Imperialism,International Journal of the Classical Tradition 15.4,,,2008,English,,,587,610,,,,,2008,FALSE
,,,Reading Harry Potter Again: New Critical Essays,G. L.,Anatol,2009,English,Santa Barbara,Praeger,,,,,,,2009,TRUE
,,,Reading Harry Potter: Critical Essays,G. L.,Anatol,2003,English,"Westport, CT",Praeger,,,,,,,2003,TRUE
Silke,Anzinger,Von Troja nach Gondor. Tolkiens ‘The Lord of the Rings’ als Epos in vergilischer Tradition,In Vestigia Vergiliana. Vergil-Rezeption in der Neuzeit,T.,Burkard,2010,German,Berlin and New York,De Gruyter,363,401,,,,,2010,FALSE
